IS_name,component_name,feature_name,concentration_units,llod,ulod,lloq,uloq,correlation_coefficient,n_points,transformation_model,transformation_model_param_y_weight,transformation_model_param_y_datum_min,transformation_model_param_y_datum_max,transformation_model_param_x_weight,transformation_model_param_x_datum_min,transformation_model_param_x_datum_max,transformation_model_param_symmetric_regression,transformation_model_param_slope,transformation_model_param_intercept
ara5p.ara5p_1.Heavy,ara5p.ara5p_2.Light,peak_apex_int,uM,0,0,0,0,0,0,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
arg-L.arg-L_1.Heavy,arg-L.arg-L_1.Light,peak_apex_int,uM,0,0,0.25,2.5,0.999029354773792,4,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.940640280212267,-0.175920807040903
asn-L.asn-L_1.Heavy,asn-L.asn-L_1.Light,peak_apex_int,uM,0,0,0.04,4,0.993858763166165,7,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.809766644457364,-0.528596409101141
asn-L.asn-L_1.Heavy,asn-L.asn-L_2.Light,peak_apex_int,uM,0,0,0.008,40,0.999303996243707,12,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.956159150003084,-1.9937005466779
asp-L.asp-L_1.Heavy,asp-L.asp-L_1.Light,peak_apex_int,uM,0,0,0,0,0,0,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
asp-L.asp-L_1.Heavy,asp-L.asp-L_2.Light,peak_apex_int,uM,0,0,0,0,0,0,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
atp.atp_1.Heavy,atp.atp_1.Light,peak_apex_int,uM,0,0,40,0.08,0.852688309781731,15,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,2.07806256087379,3.87913713492036
atp.atp_1.Heavy,atp.atp_2.Light,peak_apex_int,uM,0,0,40,0.8,0.623662573997888,3,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
dtmp.dtmp_1.Heavy,btn.btn_1.Light,peak_apex_int,uM,0,0,0.01,0.02,0.72153022336684,10,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.746940952270025,11.7709858868981
dtmp.dtmp_1.Heavy,btn.btn_2.Light,peak_apex_int,uM,0,0,2,2,-nan,1,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
camp.camp_1.Heavy,camp.camp_1.Light,peak_apex_int,uM,0,0,4e-05,0.4,0.997545732203093,13,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.98345093297358,2.820503759835
camp.camp_1.Heavy,camp.camp_2.Light,peak_apex_int,uM,0,0,0.4,0.4,-nan,1,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
akg.akg_1.Heavy,chor.chor_1.Light,peak_apex_int,uM,0,0,100,0.2,0.73118984142889,13,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1.00159716016846,8.1178691887137
cit.cit_1.Heavy,cit.cit_1.Light,peak_apex_int,uM,0,0,0.04,0.2,-0.223071321105983,5,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,-0.455747776730035,6.71508171147774
cit.cit_1.Heavy,cit.cit_2.Light,peak_apex_int,uM,0,0,0.04,0.8,-0.812545660612005,5,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,-1.28024147660376,5.16738560351217
citr-L.citr-L_1.Heavy,citr-L.citr-L_1.Light,peak_apex_int,uM,0,0,0.04,0.08,0.96643486095034,10,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.689215008321223,1.85282537148946
cmp.cmp_1.Heavy,cmp.cmp_1.Light,peak_apex_int,uM,0,0,0.005,1,0.997473164823076,8,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.952628432031089,-0.194980115015333
cmp.cmp_1.Heavy,cmp.cmp_2.Light,peak_apex_int,uM,0,0,0,0,0,0,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
coa.coa_1.Heavy,coa.coa_1.Light,peak_apex_int,uM,0,0,0.01,0.02,0.119800851057916,14,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.0507947586951776,10.3994227257554
dctp.dctp_1.Heavy,ctp.ctp_1.Light,peak_apex_int,uM,0,0,2,0.004,0.876611046791687,11,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,2.58546429427181,11.2660219391791
dctp.dctp_1.Heavy,ctp.ctp_2.Light,peak_apex_int,uM,0,0,2,0.01,0.829696757700111,5,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,2.86577281022196,13.2994169053225
uri.uri_1.Heavy,cytd.cytd_1.Light,peak_apex_int,uM,0,0,0.01,0.02,0.778707262274175,12,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1.18594401154304,9.11535144382301
dadp.dadp_1.Heavy,dadp.dadp_1.Light,peak_apex_int,uM,0,0,0.004,0.04,-0.852635340389358,8,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,-1.42275959464833,-0.304608872654237
dadp.dadp_1.Heavy,dadp.dadp_2.Light,peak_apex_int,uM,0,0,0.004,0.02,-0.650001596614909,10,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,-1.18053821207055,-0.0828130232210899
damp.damp_1.Heavy,damp.damp_1.Light,peak_apex_int,uM,0,0,0.008,1.6,0.998766008531174,8,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.964688836492492,2.67077339504538
damp.damp_1.Heavy,damp.damp_2.Light,peak_apex_int,uM,0,0,0.08,1.6,0.996714704185244,5,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1.01500292174829,2.31008891017346
datp.datp_1.Heavy,datp.datp_1.Light,peak_apex_int,uM,0,0,0.04,0.08,-0.861512922478553,10,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,-1.38053106860832,0.64632919788702
datp.datp_1.Heavy,datp.datp_2.Light,peak_apex_int,uM,0,0,0.04,0.08,-0.845787277270235,9,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,-1.3780746955066,0.832381260739718
dcdp.dcdp_1.Heavy,dcdp.dcdp_1.Light,peak_apex_int,uM,0,0,0.02,0.04,0.865841597160343,10,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.516802334959696,1.78296204906774
dcdp.dcdp_1.Heavy,dcdp.dcdp_2.Light,peak_apex_int,uM,0,0,1,0.2,0.933058050377164,3,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
dcmp.dcmp_1.Heavy,dcmp.dcmp_1.Light,peak_apex_int,uM,0,0,0.0008,0.8,0.997131870623047,10,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.948626780195319,0.760777750428932
dcmp.dcmp_1.Heavy,dcmp.dcmp_2.Light,peak_apex_int,uM,0,0,0.16,0.16,-nan,1,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
dctp.dctp_1.Heavy,dctp.dctp_1.Light,peak_apex_int,uM,0,0,20,0.04,0.156492782107238,8,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.120825740410223,0.571866870097937
dctp.dctp_1.Heavy,dctp.dctp_2.Light,peak_apex_int,uM,0,0,20,0.04,0.328222751879843,11,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.319010452737441,0.0108473029228874
dgdp.dgdp_1.Heavy,dgdp.dgdp_1.Light,peak_apex_int,uM,0,0,0.002,0.004,0.0506280882409682,9,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.108335299327319,6.51739331349076
dgdp.dgdp_1.Heavy,dgdp.dgdp_2.Light,peak_apex_int,uM,0,0,0,0,0,0,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
dgmp.dgmp_1.Heavy,dgmp.dgmp_1.Light,peak_apex_int,uM,0,0,0.008,0.8,0.971383105454402,6,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.74323268984857,11.9421926127557
dgmp.dgmp_1.Heavy,dgmp.dgmp_2.Light,peak_apex_int,uM,0,0,0.04,0.08,0.844576976378217,10,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.893930201925206,9.4950896604086
dgtp.dgtp_1.Heavy,dgtp.dgtp_1.Light,peak_apex_int,uM,0,0,0,0,0,0,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
dhap.dhap_1.Heavy,dhap.dhap_1.Light,peak_apex_int,uM,0,0,0.1,0.2,0.437235314245563,11,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.187443845210643,10.3247105730391
dhap.dhap_1.Heavy,dhap.dhap_2.Light,peak_apex_int,uM,0,0,0.1,0.2,0.83424481748333,6,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.366900975717257,11.3206042988682
imp.imp_1.Heavy,dimp.dimp_1.Light,peak_apex_int,uM,0,0,0.1,0.2,0.129745621669031,11,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.118278269278035,7.39170382675115
imp.imp_1.Heavy,dimp.dimp_2.Light,peak_apex_int,uM,0,0,0,0,0,0,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
datp.datp_1.Heavy,ditp.ditp_1.Light,peak_apex_int,uM,0,0,0.04,0.08,-0.477748467279144,9,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.105482408224723,12.3336076192641
datp.datp_1.Heavy,ditp.ditp_2.Light,peak_apex_int,uM,0,0,0.04,0.08,-0.720439225657552,11,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,-0.882126812270972,6.08043545060111
adpglc.adpglc_1.Heavy,dtdpglu.dtdpglu_1.Light,peak_apex_int,uM,0,0,0.008,0.2,0.916037915224635,5,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,3.63095223015744,18.6466526414245
adpglc.adpglc_1.Heavy,dtdpglu.dtdpglu_2.Light,peak_apex_int,uM,0,0,0.2,0.2,-nan,1,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
dtmp.dtmp_1.Heavy,dtmp.dtmp_1.Light,peak_apex_int,uM,0,0,0.004,0.008,-0.309986334025036,10,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,-0.680172743011523,-3.4226346862159
datp.datp_1.Heavy,dttp.dttp_1.Light,peak_apex_int,uM,0,0,4,0.008,0.808175125978007,14,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1.36819805033806,7.24147149612141
datp.datp_1.Heavy,dttp.dttp_2.Light,peak_apex_int,uM,0,0,0.004,0.008,0.825500322034815,8,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,2.33537745298227,6.96125626899771
ump.ump_1.Heavy,dump.dump_1.Light,peak_apex_int,uM,0,0,0.004,0.008,0.665962683580397,8,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.374540605118574,11.2716652606879
ump.ump_1.Heavy,dump.dump_2.Light,peak_apex_int,uM,0,0,4,0.02,-0.563706536782937,7,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.434469646850698,11.7740694730111
datp.datp_1.Heavy,dutp.dutp_1.Light,peak_apex_int,uM,0,0,0.2,0.4,0.137155929256965,12,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.129835657305068,7.79784453241502
datp.datp_1.Heavy,dutp.dutp_2.Light,peak_apex_int,uM,0,0,40,1,0.709373538291749,6,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1.61914497195014,7.22941155386123
f1p.f1p_1.Heavy,f1p.f1p_1.Light,peak_apex_int,uM,0,0,0.004,0.008,0.930425392930737,8,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,2.46439114111782,16.0844834730852
f1p.f1p_1.Heavy,f1p.f1p_2.Light,peak_apex_int,uM,0,0,0.004,0.04,0.880465112463818,9,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1.73856891139726,11.6983301399095
f6p.f6p_1.Heavy,f6p.f6p_1.Light,peak_apex_int,uM,0,0,0.04,20,0.987631492700273,8,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1.05557282413287,0.128891044591153
f6p.f6p_1.Heavy,f6p.f6p_2.Light,peak_apex_int,uM,0,0,0,0,0,0,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
fad.fad_1.Heavy,fad.fad_1.Light,peak_apex_int,uM,0,0,0.008,0.8,0.996610886345059,7,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.983128113863364,2.7091554571697
fad.fad_1.Heavy,fad.fad_2.Light,peak_apex_int,uM,0,0,0.4,0.2,1,2,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
fdp.fdp_1.Heavy,fdp.fdp_1.Light,peak_apex_int,uM,0,0,2,0.5,1,2,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
fdp.fdp_1.Heavy,fdp.fdp_2.Light,peak_apex_int,uM,0,0,10,2,0.792851706279408,3,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
ribflv.ribflv_1.Heavy,fol.fol_1.Light,peak_apex_int,uM,0,0,40,0.08,-0.156738952609521,13,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.1323873480122,8.97944807024018
ribflv.ribflv_1.Heavy,fol.fol_2.Light,peak_apex_int,uM,0,0,40,40,-nan,1,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
fum.fum_1.Heavy,fum.fum_1.Light,peak_apex_int,uM,0,0,0.5,0.5,-nan,1,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
f6p.f6p_1.Heavy,g1p.g1p_1.Light,peak_apex_int,uM,0,0,400,0.8,0.960021122630726,9,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1.45129771121876,3.54850706893142
f6p.f6p_1.Heavy,g1p.g1p_2.Light,peak_apex_int,uM,0,0,0.2,0.2,-nan,1,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
g3p.g3p_1.Heavy,g3p.g3p_1.Light,peak_apex_int,uM,0,0,0,0,0,0,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
g3p.g3p_1.Heavy,g3p.g3p_2.Light,peak_apex_int,uM,0,0,0,0,0,0,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
g6p.g6p_1.Heavy,g6p.g6p_1.Light,peak_apex_int,uM,0,0,0.2,400,0.981179113318408,6,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1.74332315594072,1.28472799491648
g6p.g6p_2.Heavy,g6p.g6p_2.Light,peak_apex_int,uM,0,0,0.2,0.08,1,2,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
gam6p.gam6p_1.Heavy,gam6p.gam6p_1.Light,peak_apex_int,uM,0,0,0.002,0.4,0.996365439835325,7,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.934596142010871,1.42025578757456
gam6p.gam6p_1.Heavy,gam6p.gam6p_2.Light,peak_apex_int,uM,0,0,0.8,0.2,0.999997334267648,3,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
gdp.gdp_1.Heavy,gdp.gdp_1.Light,peak_apex_int,uM,0,0,0.02,0.8,0.964979780915154,5,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.675925540401,1.14591510248545
gdp.gdp_1.Heavy,gdp.gdp_2.Light,peak_apex_int,uM,0,0,0.08,4,0.993437516091531,5,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1.06114489555009,0.494746914782369
gln-L.gln-L_1.Heavy,gln-L.gln-L_1.Light,peak_apex_int,uM,0,0,0.2,4,0.999129823506507,5,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.867121728398892,11.547277210349
gln-L.gln-L_1.Heavy,gln-L.gln-L_2.Light,peak_apex_int,uM,0,0,400,400,-nan,1,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
asp-L.asp-L_1.Heavy,glu-L.glu-L_1.Light,peak_apex_int,uM,0,0,0.008,2,0.987764254130932,8,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.7163938506885,11.2504183442798
asp-L.asp-L_1.Heavy,glu-L.glu-L_2.Light,peak_apex_int,uM,0,0,2,2,-nan,1,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
glutacon.glutacon_1.Heavy,glutacon.glutacon_1.Light,peak_apex_int,uM,0,0,0,0,0,0,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1,0
glx.glx_1.Heavy,glx.glx_1.Light,peak_apex_int,uM,0,0,100,5,0.469092888415632,5,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.917084011711314,6.16449582750837
glyc3p.glyc3p_1.Heavy,glyc3p.glyc3p_1.Light,peak_apex_int,uM,0,0,0.002,0.2,0.989234468669583,7,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.813136498128466,1.98419085072525
glyc3p.glyc3p_1.Heavy,glyc3p.glyc3p_2.Light,peak_apex_int,uM,0,0,0.002,2,0.997370545353317,10,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.92073693886687,0.463153238155409
glyclt.glyclt_1.Heavy,glyclt.glyclt_1.Light,peak_apex_int,uM,0,0,1000,2,0.970901770318978,8,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1.10461027448464,3.19579133015322
glyclt.glyclt_1.Heavy,glyclt.glyclt_2.Light,peak_apex_int,uM,0,0,1000,2,0.977981613021049,8,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,1.16703021393187,2.1875300833431
gmp.gmp_1.Heavy,gmp.gmp_1.Light,peak_apex_int,uM,0,0,40,0.8,0.953604951360545,7,linear,ln(y),-1e+15,1e+15,ln(x),-1e+15,1e+15,FALSE,0.646099856643584,-1.01770263175468
