component_name,component_group_name,n_heavy_l ,n_heavy_u,n_light_l,n_light_u,n_detecting_l,n_detecting_u,n_quantifying_l,n_quantifying_u,n_identifying_l,n_identifying_u,n_transitions_l,n_transitions_u,ion_ratio_pair_name_1,ion_ratio_pair_name_2,ion_ratio_l,ion_ratio_u,retention_time_l,retention_time_u,intensity_l,intensity_u,overall_quality_l,overall_quality_u,metaValue_peak_apex_int_l,metaValue_peak_apex_int_u,metaValue_sn_score_l,metaValue_sn_score_u,metaValue_var_xcorr_coelution_l,metaValue_var_xcorr_coelution_u,metaValue_var_xcorr_coelution_weighted_l,metaValue_var_xcorr_coelution_weighted_u,metaValue_var_xcorr_shape_l,metaValue_var_xcorr_shape_u,metaValue_var_xcorr_shape_weighted_l,metaValue_var_xcorr_shape_weighted_u
nad.nad_1.Heavy,nad,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
nad.nad_1.Light,nad,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
nad.nad_2.Light,nad,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
pyr.pyr_1.Heavy,pyr,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
pyr.pyr_1.Light,pyr,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
pyr.pyr_2.Light,pyr,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
g3p.g3p_1.Heavy,g3p,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
g3p.g3p_1.Light,g3p,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
g3p.g3p_2.Light,g3p,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
g6p.g6p_1.Heavy,g6p,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
g6p.g6p_1.Light,g6p,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
g6p.g6p_2.Heavy,g6p,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
g6p.g6p_2.Light,g6p,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
r5p.r5p_1.Heavy,r5p,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
r5p.r5p_1.Light,r5p,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
r5p.r5p_2.Light,r5p,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
f6p.f6p_1.Heavy,f6p,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
f6p.f6p_1.Light,f6p,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
f6p.f6p_2.Light,f6p,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
s7p.s7p_1.Heavy,s7p,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
s7p.s7p_1.Light,s7p,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
s7p.s7p_2.Light,s7p,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
glyc3p.glyc3p_1.Heavy,glyc3p,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
glyc3p.glyc3p_1.Light,glyc3p,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
glyc3p.glyc3p_2.Light,glyc3p,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
g1p.g1p_1.Heavy,g1p,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
g1p.g1p_1.Light,g1p,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
g1p.g1p_2.Light,g1p,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
ru5p-D.ru5p-D_1.Heavy,ru5p-D,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
ru5p-D.ru5p-D_1.Light,ru5p-D,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
ru5p-D.ru5p-D_2.Light,ru5p-D,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
cmp.cmp_1.Heavy,cmp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
cmp.cmp_1.Light,cmp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
cmp.cmp_2.Light,cmp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
2obut.2obut_1.Heavy,2obut,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
2obut.2obut_1.Light,2obut,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
2obut.2obut_2.Light,2obut,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
f1p.f1p_1.Heavy,f1p,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
f1p.f1p_1.Light,f1p,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
f1p.f1p_2.Light,f1p,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
dcmp.dcmp_1.Heavy,dcmp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
dcmp.dcmp_1.Light,dcmp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
dcmp.dcmp_2.Light,dcmp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
ump.ump_1.Heavy,ump,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
ump.ump_1.Light,ump,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
ump.ump_2.Light,ump,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
dhap.dhap_1.Heavy,dhap,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
dhap.dhap_1.Light,dhap,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
dhap.dhap_2.Light,dhap,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
dump.dump_1.Heavy,dump,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
dump.dump_1.Light,dump,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
dump.dump_2.Light,dump,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
dimp.dimp_1.Heavy,dimp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
dimp.dimp_1.Light,dimp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
dimp.dimp_2.Light,dimp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
35cgmp.35cgmp_1.Heavy,35cgmp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
35cgmp.35cgmp_1.Light,35cgmp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
35cgmp.35cgmp_2.Light,35cgmp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
dgmp.dgmp_1.Heavy,dgmp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
dgmp.dgmp_1.Light,dgmp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
dgmp.dgmp_2.Light,dgmp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
dtmp.dtmp_1.Heavy,dtmp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
dtmp.dtmp_1.Light,dtmp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
ribflv.ribflv_1.Heavy,ribflv,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
ribflv.ribflv_1.Light,ribflv,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
amp.amp_1.Heavy,amp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
amp.amp_1.Light,amp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
amp.amp_2.Light,amp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
gmp.gmp_1.Heavy,gmp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
gmp.gmp_1.Light,gmp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
gmp.gmp_2.Light,gmp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
imp.imp_1.Heavy,imp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
imp.imp_1.Light,imp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
imp.imp_2.Light,imp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
camp.camp_1.Heavy,camp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
camp.camp_1.Light,camp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
camp.camp_2.Light,camp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
gthox.gthox_1.Heavy,gthox,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
gthox.gthox_1.Light,gthox,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
gthox.gthox_2.Light,gthox,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
btn.btn_1.Heavy,btn,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
btn.btn_1.Light,btn,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
btn.btn_2.Light,btn,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
mmal.mmal_1.Heavy,mmal,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
mmal.mmal_1.Light,mmal,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
mmal.mmal_2.Light,mmal,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
succ.succ_1.Heavy,succ,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
succ.succ_1.Light,succ,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
succ.succ_2.Light,succ,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
mal-L.mal-L_1.Heavy,mal-L,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
mal-L.mal-L_1.Light,mal-L,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
glutacon.glutacon_1.Heavy,glutacon,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
glutacon.glutacon_1.Light,glutacon,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
fum.fum_1.Heavy,fum,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
fum.fum_1.Light,fum,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
udpg.udpg_1.Heavy,udpg,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
udpg.udpg_1.Light,udpg,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
udpg.udpg_2.Light,udpg,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
damp.damp_1.Heavy,damp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
damp.damp_1.Light,damp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
damp.damp_2.Light,damp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
oxa.oxa_1.Heavy,oxa,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
oxa.oxa_1.Light,oxa,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
oxa.oxa_2.Light,oxa,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
actp.actp_1.Heavy,actp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
actp.actp_1.Light,actp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
actp.actp_2.Light,actp,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
akg.akg_1.Heavy,akg,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
akg.akg_1.Light,akg,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
oaa.oaa_1.Heavy,oaa,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
oaa.oaa_1.Light,oaa,1,10,0,10,1,10,2,10,0,10,2,10,,,,,0,100,100,5.00E+06,0,1.00E+06,100,5.00E+06,10,1.00E+06,0,1.00E+09,0,1.00E+09,0,1.00E+09,0,1.00E+09
