sample_name,sample_type,component_group_name,component_name,QC_transition_message,asymmetry_factor,baseline_delta_2_height,calculated_concentration,logSN,peak_apex_int,points_across_baseline,points_across_half_height,tailing_factor,total_width,width_at_50
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,phe-L,phe-L.phe-L_1.Light,,1.68877968877969,0.045862709791526374,,4.401482192275275,33525.74761743662,40,11,1.5607573474001497,0.34058333333333346,0.10896666666666643
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,phe-L,phe-L.phe-L_2.Light,metaValue[logSN],2.1332218506131513,,,0.9584398111778112,21408.643366347696,40,13,1.5666109253065756,0.34058333333333346,0.12414999999999976
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,phpyr,phpyr.phpyr_1.Heavy,,1.0998009667330106,0.05762997827913257,,3.3200197353076066,8251.19768633562,35,12,1.0396735827762718,0.48776666666666557,0.1824333333333339
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,phpyr,phpyr.phpyr_1.Light,metaValue[asymmetry_factor];metaValue[baseline_delta_2_height];metaValue[width_at_50],2.6095214602861114,0.3559112921689669,,1.506025742375794,2477.22894266011,35,16,1.8047607301430557,0.48776666666666557,0.39919999999999867
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,pyr,pyr.pyr_1.Heavy,,1.0372647890788325,-0.18911012048656126,,2.129775896273511,1454.4823237437763,32,20,1.0186323945394162,0.27608333333333324,0.18803333333333327
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,r5p,r5p.r5p_1.Heavy,metaValue[baseline_delta_2_height];metaValue[width_at_50],2.2254497001998668,0.2747791832272796,,3.5773431880896336,1954.3262798097267,45,25,1.462762278072405,0.4324833333333329,0.25196666666666623
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,ribflv,ribflv.ribflv_1.Light,metaValue[baseline_delta_2_height];metaValue[width_at_50],0.853833230170653,0.42097654554411695,,3.2294326515678864,826.2424797667163,28,25,0.9269166150853265,0.3494166666666665,0.3229833333333332
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,ru5p-D,ru5p-D.ru5p-D_1.Heavy,metaValue[asymmetry_factor];metaValue[baseline_delta_2_height];metaValue[width_at_50],0.5729226361031524,1.1870713044633676,,1.8950167105176183,327.61912125653754,47,37,0.7864613180515762,0.365966666666667,0.31886666666666663
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,ru5p-D,ru5p-D.ru5p-D_1.Light,metaValue[asymmetry_factor];metaValue[baseline_delta_2_height];metaValue[width_at_50],0.386149864276247,1.2330409423631796,0.2890711777930666,1.1235035620470282,571.8637879929356,47,47,0.6930749321381234,0.365966666666667,0.365966666666667
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,s7p,s7p.s7p_1.Heavy,,1.3590733590733544,-0.05090118070077514,,1.6538320404626197,829.4111690857844,42,22,1.1795366795366773,0.40733333333333377,0.2250333333333332
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,s7p,s7p.s7p_1.Light,,1.123740006951681,0.04957358108055181,2.121836752678401,2.155727808906808,3313.4593314776394,42,22,1.0618700034758406,0.40733333333333377,0.2260833333333334
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,ser-L,ser-L.ser-L_1.Heavy,,1.510615014226305,0.01579015259986213,,4.236664828917144,2885.1063782952892,47,9,1.3254890567499509,0.4460833333333333,0.11858333333333326
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,ser-L,ser-L.ser-L_1.Light,,1.7800571280186965,0.01884875985281699,13.233868030450358,4.277585766895557,39525.575972264895,47,8,1.449381327334082,0.4460833333333333,0.10484999999999989
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,skm,skm.skm_1.Heavy,,1.5040481147351425,0.03895610316659948,,4.412612614455847,1608.6868427400811,31,10,1.1791003839824483,0.24431666666666674,0.08645000000000014
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,succ,succ.succ_1.Heavy,,1.2286925479696624,-0.06562484509051227,,4.719347736158766,744679.197606371,36,6,1.2008032128514132,0.4189500000000006,0.09058333333333302
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,succoa,succoa.succoa_1.Heavy,,2.201073779009307,0.14555195043318617,,2.714904678733844,1951.3587762452469,34,14,1.4707454934310766,0.3340333333333305,0.16028333333333222
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,thr-L,thr-L.thr-L_1.Heavy,,1.1342323651452257,-0.00031514043635205165,,4.013044583677049,36140.11366978553,43,8,1.1549334811529928,0.4619000000000001,0.11063333333333336
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,thr-L,thr-L.thr-L_1.Light,,1.161677753141166,-0.010834121777279292,,4.184994684963118,68929.89537366359,43,8,1.353264490339772,0.4619000000000001,0.11063333333333336
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,thym,thym.thym_1.Heavy,metaValue[asymmetry_factor],3.085515320334258,0.005684322114997851,,2.8873662776553792,7649.775849859893,49,17,1.9643711142993758,0.3703833333333335,0.15405000000000002
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,trp-L,trp-L.trp-L_1.Light,metaValue[baseline_delta_2_height],0.9449331456720576,0.42721884314319525,,4.734059886944328,5752.699053510392,26,17,0.9370219690805507,0.19959999999999978,0.14579999999999993
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,tyr-L,tyr-L.tyr-L_1.Heavy,,1.139651918641223,0.003522983287495228,,4.318933135178058,35863.279136364814,38,7,1.1335709792409303,0.3945166666666666,0.09528333333333339
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,tyr-L,tyr-L.tyr-L_1.Light,,1.139651918641223,0.0065260232485100066,2.717031266166618,4.189560031477899,44412.75290512879,38,7,1.1159204904328437,0.3945166666666666,0.09528333333333339
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,udp,udp.udp_1.Heavy,metaValue[asymmetry_factor];metaValue[baseline_delta_2_height];metaValue[width_at_50],2.707353676838425,0.4199162029909558,,2.1567795875860387,2171.4107979143387,41,23,1.6000000000000059,0.42854999999999954,0.2578166666666668
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,udp,udp.udp_1.Light,metaValue[baseline_delta_2_height];metaValue[width_at_50],1.7132003798670508,0.41682727277826065,,1.621283402532676,9215.215233428022,41,32,1.3566001899335254,0.42854999999999954,0.3376000000000001
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,udpg,udpg.udpg_1.Heavy,,0.9258455416892807,0.003729933984512216,,4.5827987327969515,21523.760645241462,27,8,0.9622069845319836,0.29213333333333225,0.09806666666666608
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,udpg,udpg.udpg_1.Light,,0.8113582926388166,-0.002080867997087888,,4.744113487229684,6685.347825161663,27,7,0.9081486206346764,0.29213333333333225,0.0872833333333336
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,udpglcur,udpglcur.udpglcur_1.Heavy,,0.840571088637727,-0.0011818599319565542,,4.711744287928791,11060.404476974689,24,6,0.9340480274442581,0.3161500000000004,0.10103333333333353
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,udpglcur,udpglcur.udpglcur_1.Light,,1.0035693039857356,-0.0002128275321527238,,4.534250561035335,27789.72308328548,24,6,0.9340480274442581,0.3161500000000004,0.10103333333333353
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,ump,ump.ump_1.Heavy,metaValue[asymmetry_factor],2.8760806916426196,0.07290817081855923,,3.469526752480458,170727.29517633843,94,25,1.7276014009716267,0.5752333333333333,0.15596666666666614
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,ump,ump.ump_1.Light,metaValue[asymmetry_factor],2.578053830227715,0.058744964405297216,,3.601175342527464,23111.500790140148,94,25,1.7700166310287477,0.5752333333333333,0.15596666666666614
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,ura,ura.ura_1.Heavy,,1.3740893253088415,7.264754716415112e-05,,4.377704331887959,259427.4655928266,31,6,1.202955291740339,0.3493333333333333,0.08175000000000021
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,ura,ura.ura_1.Light,metaValue[asymmetry_factor],0.48336871903750833,-0.05370182947092917,,1.2750442448001316,6795.207127917576,31,8,0.7416843595187541,0.3493333333333333,0.09310000000000018
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,urate,urate.urate_1.Light,,1.3618431689571502,-0.01529414566575501,,2.0189354139795057,3810.1754610634157,32,14,1.180921584478575,0.24346666666666694,0.11665000000000036
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,uri,uri.uri_1.Heavy,,1.2862604540023899,-0.0069075922766915175,,4.058507410656398,32486.666162230842,25,7,1.1387029288702915,0.26041666666666674,0.08258333333333345
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,uri,uri.uri_1.Light,,1.2862604540023899,-0.024006219454444033,,4.22481256017936,20318.04466011116,25,7,1.0601834862385315,0.26041666666666674,0.08258333333333345
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,utp,utp.utp_1.Heavy,metaValue[baseline_delta_2_height];metaValue[points_across_baseline],1.579021306485578,0.5545351709303993,,2.547867006350886,2630.1545825135154,15,11,1.1575663026520984,0.1978666666666662,0.15524999999999878
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,utp,utp.utp_1.Light,metaValue[baseline_delta_2_height];metaValue[points_across_baseline],1.579021306485578,0.5930731119501311,,1.8998782956163482,6505.112986697364,15,12,1.1575663026520984,0.1978666666666662,0.16929999999999978
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,utp,utp.utp_2.Light,metaValue[asymmetry_factor];metaValue[logSN];metaValue[points_across_baseline];metaValue[tailing_factor],7.901983663944094,0.016795045018741236,,0.9591044161664853,18244.459574570366,15,6,4.934655775962667,0.1978666666666662,0.09971666666666579
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,xan,xan.xan_1.Heavy,,0.8280048563334707,0.002791040896301695,,4.33665359566599,380376.0537632738,49,7,0.9108127334163267,0.47544999999999993,0.0801833333333335
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,xan,xan.xan_1.Light,metaValue[asymmetry_factor],0.531486551779675,0.09304349427944389,,2.318226668211744,4236.78582800591,49,9,0.7657432758898375,0.47544999999999993,0.10034999999999994
